street,from,to,distance_km,travel_time_min,congestion_level
Rua dos Pinheiros,Intersection_47,Intersection_34,1.41,11.51,0.62
Rua do Campo,Intersection_14,Intersection_29,2.74,6.56,0.84
Rua da Montanha,Intersection_132,Intersection_4,4.15,6.04,0.8
Rua das Flores,Intersection_133,Intersection_11,3.08,21.83,0.99
Rua dos Jacarandas,Intersection_71,Intersection_22,3.3,7.52,0.96
Rua das Violetas,Intersection_134,Intersection_57,4.23,18.76,0.36
Rua dos Passaros,Intersection_9,Intersection_86,2.75,22.09,0.96
Rua das Violetas,Intersection_37,Intersection_53,4.48,14.3,0.88
Rua das Orquideas,Intersection_146,Intersection_106,3.96,24.15,0.71
Rua das Margaridas,Intersection_57,Intersection_87,4.47,18.65,0.77
Rua da Lua,Intersection_31,Intersection_129,1.47,22.33,0.53
Rua das Nuvens,Intersection_122,Intersection_1,4.04,1.13,0.15
Rua das Acacias,Intersection_113,Intersection_13,3.67,25.28,0.18
Rua da Aurora,Intersection_35,Intersection_62,0.89,1.26,0.36
Rua da Lua,Intersection_125,Intersection_45,3.13,8.18,0.65
Rua das Orquideas,Intersection_149,Intersection_114,2.15,20.65,0.71
Rua da Aurora,Intersection_67,Intersection_132,0.67,23.99,0.75
Rua das Violetas,Intersection_42,Intersection_157,3.21,25.31,0.53
Rua dos Passaros,Intersection_53,Intersection_136,1.55,14.01,0.75
Rua das Oliveiras,Intersection_71,Intersection_30,4.45,1.23,0.14
Rua das Flores,Intersection_5,Intersection_14,2.74,1.28,0.49
Rua dos Passaros,Intersection_153,Intersection_44,1.5,10.67,0.2
Rua dos Jacarandas,Intersection_129,Intersection_80,4.83,23.31,0.53
Rua das Rosas,Intersection_153,Intersection_132,2.49,23.33,0.38
Rua da Aurora,Intersection_11,Intersection_129,2.45,23.68,0.28
Rua das Margaridas,Intersection_109,Intersection_32,2.81,6.15,0.76
Rua das Oliveiras,Intersection_85,Intersection_147,3.62,28.69,0.42
Rua das Flores,Intersection_25,Intersection_132,3.04,17.92,0.13
Rua das Rosas,Intersection_119,Intersection_24,4.38,11.92,0.25
Rua dos Lirios,Intersection_51,Intersection_38,2.59,4.72,0.33
Rua da Aurora,Intersection_130,Intersection_3,2.71,6.04,0.53
Rua dos Girassois,Intersection_112,Intersection_129,3.51,14.63,0.66
Rua dos Pinheiros,Intersection_133,Intersection_101,4.06,10.84,0.82
Rua dos Cravos,Intersection_124,Intersection_5,2.69,20.72,0.45
Rua do Sol,Intersection_47,Intersection_67,2.63,12.71,0.64
Rua dos Passaros,Intersection_152,Intersection_85,3.44,29.97,0.53
Rua da Lua,Intersection_28,Intersection_0,1.1,21.78,0.5
Rua dos Cedros,Intersection_96,Intersection_37,0.78,29.87,0.43
Rua das Acacias,Intersection_157,Intersection_23,4.76,25.3,0.95
Rua da Aurora,Intersection_99,Intersection_72,4.05,6.0,0.97
Rua das Rosas,Intersection_133,Intersection_145,3.31,25.95,0.69
Rua das Oliveiras,Intersection_74,Intersection_38,2.44,8.17,0.55
Rua das Laranjeiras,Intersection_116,Intersection_48,2.8,11.88,0.73
Rua dos Passaros,Intersection_133,Intersection_103,3.33,19.83,0.99
Rua dos Cedros,Intersection_72,Intersection_69,4.93,23.65,0.12
Rua dos Jacarandas,Intersection_63,Intersection_128,2.09,5.16,0.9
Rua das Oliveiras,Intersection_56,Intersection_132,0.87,1.62,0.67
Rua das Nuvens,Intersection_140,Intersection_131,4.07,27.93,0.36
Rua das Flores,Intersection_149,Intersection_93,3.48,22.1,0.31
Rua dos Cedros,Intersection_55,Intersection_6,0.64,16.07,0.21
Rua das Rosas,Intersection_147,Intersection_132,2.18,29.22,0.52
Rua das Laranjeiras,Intersection_157,Intersection_153,3.89,17.48,0.5
Rua das Oliveiras,Intersection_139,Intersection_64,2.84,27.89,0.23
Rua das Acacias,Intersection_53,Intersection_17,2.57,19.07,0.45
Rua da Cascata,Intersection_23,Intersection_13,4.66,17.04,0.81
Rua das Flores,Intersection_139,Intersection_105,2.34,11.97,0.96
Rua da Lua,Intersection_89,Intersection_155,1.5,8.13,0.73
Rua das Oliveiras,Intersection_101,Intersection_7,3.94,26.02,0.17
Rua dos Cravos,Intersection_107,Intersection_43,3.61,2.15,0.84
Rua das Rosas,Intersection_14,Intersection_76,0.55,19.01,0.99
Rua dos Jacarandas,Intersection_153,Intersection_1,2.16,12.06,0.13
Rua do Campo,Intersection_143,Intersection_90,4.31,13.46,0.68
Rua dos Girassois,Intersection_132,Intersection_82,0.73,24.42,0.72
Rua das Laranjeiras,Intersection_73,Intersection_14,2.93,11.99,0.72
Rua das Palmeiras,Intersection_157,Intersection_23,0.52,5.62,0.63
Rua das Nuvens,Intersection_20,Intersection_63,2.49,21.82,0.35
Rua das Flores,Intersection_20,Intersection_49,4.31,2.45,0.16
Rua dos Pinheiros,Intersection_68,Intersection_65,4.45,4.06,0.11
Rua da Cascata,Intersection_135,Intersection_112,1.4,30.0,0.67
Rua da Montanha,Intersection_129,Intersection_114,4.4,13.69,0.49
Rua dos Ipes,Intersection_59,Intersection_105,3.22,13.75,0.1
Rua da Aurora,Intersection_125,Intersection_93,1.3,10.35,0.24
Rua das Acacias,Intersection_116,Intersection_114,1.3,19.39,0.17
Rua das Orquideas,Intersection_115,Intersection_29,3.02,7.51,0.53
Rua dos Cedros,Intersection_13,Intersection_119,4.17,16.45,0.88
Rua das Violetas,Intersection_151,Intersection_27,1.39,10.29,0.33
Rua das Acacias,Intersection_75,Intersection_141,2.75,11.11,0.84
Rua das Orquideas,Intersection_87,Intersection_68,4.68,16.92,0.4
Rua da Cascata,Intersection_79,Intersection_66,3.7,18.67,0.71
Rua das Acacias,Intersection_71,Intersection_130,3.49,9.13,0.38
Rua dos Pinheiros,Intersection_150,Intersection_114,1.5,23.12,0.34
Rua dos Jacarandas,Intersection_70,Intersection_136,0.92,29.5,0.85
Rua dos Cedros,Intersection_19,Intersection_18,2.84,21.57,0.14
Rua das Violetas,Intersection_29,Intersection_114,4.76,16.05,0.28
Rua das Orquideas,Intersection_73,Intersection_119,3.54,5.36,0.24
Rua dos Passaros,Intersection_139,Intersection_21,3.91,26.99,0.27
Rua dos Passaros,Intersection_134,Intersection_44,4.19,14.93,0.97
Rua das Violetas,Intersection_143,Intersection_156,2.91,23.86,0.83
Rua da Aurora,Intersection_83,Intersection_14,0.82,24.69,0.68
Rua das Acacias,Intersection_124,Intersection_93,4.99,12.87,0.63
Rua dos Girassois,Intersection_154,Intersection_128,4.86,6.15,0.66
Rua da Colina,Intersection_34,Intersection_92,2.22,26.31,0.68
Rua da Colina,Intersection_77,Intersection_120,0.85,4.92,0.5
Rua das Laranjeiras,Intersection_29,Intersection_147,4.22,24.64,0.82
Rua do Campo,Intersection_81,Intersection_39,0.76,12.03,0.46
Rua das Aguas,Intersection_82,Intersection_30,4.53,17.09,0.45
Rua dos Pinheiros,Intersection_100,Intersection_76,3.21,1.45,0.71
Rua das Laranjeiras,Intersection_15,Intersection_3,2.66,4.56,0.91
Rua da Cascata,Intersection_23,Intersection_30,0.51,24.99,0.25
Rua das Flores,Intersection_148,Intersection_147,4.31,23.97,0.15
Rua do Campo,Intersection_83,Intersection_67,4.36,9.37,0.82
Rua dos Lirios,Intersection_77,Intersection_95,0.62,9.67,0.12
Rua dos Passaros,Intersection_152,Intersection_101,1.4,6.06,0.49
Rua dos Jacarandas,Intersection_55,Intersection_62,0.93,12.88,0.73
Rua das Palmeiras,Intersection_22,Intersection_143,3.31,26.23,0.49
Rua da Montanha,Intersection_146,Intersection_21,0.75,14.89,0.87
Rua dos Lirios,Intersection_143,Intersection_54,2.36,5.16,0.11
Rua da Montanha,Intersection_64,Intersection_100,0.62,8.18,0.13
Rua do Sol,Intersection_84,Intersection_139,4.75,28.84,0.49
Rua do Sol,Intersection_33,Intersection_99,3.23,28.97,0.64
Rua dos Passaros,Intersection_120,Intersection_155,4.53,26.56,0.1
Rua das Acacias,Intersection_111,Intersection_2,4.53,4.0,0.71
Rua das Aguas,Intersection_38,Intersection_82,1.34,7.69,0.38
Rua dos Pinheiros,Intersection_3,Intersection_72,1.71,18.32,0.58
Rua das Laranjeiras,Intersection_32,Intersection_30,1.59,8.3,0.61
Rua dos Pinheiros,Intersection_110,Intersection_23,2.11,4.46,0.72
Rua das Oliveiras,Intersection_137,Intersection_129,1.05,14.37,0.66
Rua dos Cravos,Intersection_41,Intersection_127,2.86,6.49,0.98
Rua das Orquideas,Intersection_7,Intersection_132,2.66,19.4,0.37
Rua dos Pinheiros,Intersection_48,Intersection_99,1.87,15.54,0.3
Rua dos Cedros,Intersection_131,Intersection_99,0.95,11.51,0.44
Rua das Laranjeiras,Intersection_117,Intersection_69,1.38,9.86,0.71
Rua do Sol,Intersection_141,Intersection_28,1.85,18.87,0.23
Rua das Aguas,Intersection_54,Intersection_110,4.95,5.04,0.86
Rua dos Pinheiros,Intersection_62,Intersection_104,4.42,2.82,0.99
Rua das Laranjeiras,Intersection_153,Intersection_145,3.02,23.71,0.29
Rua das Margaridas,Intersection_72,Intersection_108,2.24,20.59,0.3
Rua dos Pinheiros,Intersection_44,Intersection_123,3.79,7.72,0.95
Rua das Aguas,Intersection_96,Intersection_138,4.74,24.53,0.21
Rua dos Jacarandas,Intersection_146,Intersection_152,4.17,29.14,0.97
Rua das Laranjeiras,Intersection_136,Intersection_30,1.87,27.12,0.72
Rua das Laranjeiras,Intersection_33,Intersection_143,1.62,9.76,0.58
Rua da Colina,Intersection_49,Intersection_103,3.48,3.87,0.96
Rua dos Ipes,Intersection_103,Intersection_57,4.73,28.32,0.36
Rua das Acacias,Intersection_135,Intersection_53,4.03,26.88,0.98
Rua da Lua,Intersection_38,Intersection_155,4.3,28.44,0.49
Rua dos Lirios,Intersection_144,Intersection_77,1.57,16.72,0.46
Rua das Violetas,Intersection_70,Intersection_141,4.93,3.52,0.72
Rua das Acacias,Intersection_79,Intersection_132,4.53,21.42,0.91
Rua da Cascata,Intersection_142,Intersection_152,3.94,1.18,0.26
Rua das Nuvens,Intersection_111,Intersection_118,2.69,15.55,0.86
Rua dos Ipes,Intersection_19,Intersection_16,0.74,2.83,0.84
Rua das Margaridas,Intersection_54,Intersection_26,3.41,17.94,0.55
Rua da Montanha,Intersection_73,Intersection_49,3.29,1.98,0.93
Rua da Aurora,Intersection_0,Intersection_104,1.83,11.99,0.46
Rua dos Ipes,Intersection_117,Intersection_141,2.8,28.91,0.29
Rua dos Cravos,Intersection_60,Intersection_14,4.49,23.92,0.81
Rua das Orquideas,Intersection_143,Intersection_28,4.05,6.51,0.71
Rua dos Cedros,Intersection_134,Intersection_6,1.21,15.78,0.31
Rua dos Pinheiros,Intersection_120,Intersection_76,0.52,28.37,0.83
Rua dos Ipes,Intersection_20,Intersection_43,0.64,29.83,0.21
Rua das Aguas,Intersection_113,Intersection_50,3.55,20.37,0.64
Rua das Nuvens,Intersection_60,Intersection_13,1.3,11.53,0.78
Rua dos Cravos,Intersection_146,Intersection_91,1.03,18.46,0.4
Rua da Cascata,Intersection_74,Intersection_125,0.86,7.53,0.42
Rua das Palmeiras,Intersection_131,Intersection_39,2.86,1.65,0.83
Rua das Rosas,Intersection_87,Intersection_102,3.87,12.52,0.46
Rua dos Lirios,Intersection_94,Intersection_99,3.81,29.92,0.39
Rua do Campo,Intersection_16,Intersection_66,4.84,23.78,0.37
Rua das Margaridas,Intersection_121,Intersection_88,1.63,15.73,0.47
Rua dos Passaros,Intersection_133,Intersection_21,4.47,5.42,0.49
Rua dos Lirios,Intersection_110,Intersection_25,0.95,5.48,0.71
Rua dos Lirios,Intersection_68,Intersection_127,1.66,5.05,0.32
Rua do Sol,Intersection_146,Intersection_53,4.85,7.0,0.27
Rua das Nuvens,Intersection_1,Intersection_64,4.24,20.51,0.78
Rua da Colina,Intersection_92,Intersection_124,4.42,14.31,0.99
Rua das Aguas,Intersection_14,Intersection_109,4.27,29.75,0.24
Rua das Rosas,Intersection_130,Intersection_122,3.48,21.47,0.99
Rua das Orquideas,Intersection_147,Intersection_129,3.53,11.2,0.77
Rua das Nuvens,Intersection_69,Intersection_84,1.69,17.44,0.46
Rua da Lua,Intersection_75,Intersection_86,2.87,21.17,0.22
Rua da Cascata,Intersection_23,Intersection_39,4.83,25.23,0.73
Rua dos Ipes,Intersection_88,Intersection_81,4.48,1.34,0.2
Rua do Sol,Intersection_121,Intersection_156,1.49,7.2,0.95
Rua das Aguas,Intersection_86,Intersection_83,4.93,23.82,0.52
Rua das Orquideas,Intersection_26,Intersection_98,3.21,20.38,0.66
Rua das Aguas,Intersection_127,Intersection_41,3.47,20.51,0.79
Rua dos Jacarandas,Intersection_83,Intersection_74,1.61,15.39,0.65
Rua das Flores,Intersection_123,Intersection_57,0.82,28.4,0.96
Rua da Colina,Intersection_33,Intersection_58,4.91,28.56,0.44
Rua do Campo,Intersection_8,Intersection_57,2.71,11.47,0.62
Rua das Violetas,Intersection_14,Intersection_22,4.49,25.69,0.7
Rua dos Lirios,Intersection_18,Intersection_99,4.76,3.45,0.42
Rua da Montanha,Intersection_92,Intersection_134,1.0,4.41,0.9
Rua do Campo,Intersection_107,Intersection_5,1.42,7.81,0.82
Rua dos Jacarandas,Intersection_73,Intersection_51,4.57,28.73,0.24
Rua das Rosas,Intersection_103,Intersection_25,0.7,21.08,0.94
Rua das Orquideas,Intersection_2,Intersection_134,2.92,5.47,0.98
Rua dos Ipes,Intersection_48,Intersection_14,4.65,26.27,0.18
Rua das Palmeiras,Intersection_44,Intersection_15,2.71,19.3,0.66
Rua das Oliveiras,Intersection_63,Intersection_117,2.38,26.15,0.54
Rua dos Pinheiros,Intersection_152,Intersection_104,2.79,11.74,0.69
Rua dos Passaros,Intersection_147,Intersection_86,1.14,23.24,0.86
Rua das Oliveiras,Intersection_115,Intersection_88,3.7,3.66,0.45
Rua dos Girassois,Intersection_109,Intersection_73,3.08,18.28,0.48
Rua das Orquideas,Intersection_60,Intersection_29,2.01,24.9,0.43
Rua das Flores,Intersection_43,Intersection_125,4.49,25.7,0.45
Rua das Aguas,Intersection_61,Intersection_16,2.8,9.86,0.12
Rua da Cascata,Intersection_114,Intersection_135,1.65,2.48,0.17
Rua da Montanha,Intersection_52,Intersection_134,0.79,7.96,0.51
Rua da Aurora,Intersection_24,Intersection_67,4.14,15.64,0.92
Rua das Aguas,Intersection_111,Intersection_100,4.35,18.72,0.97
Rua das Orquideas,Intersection_138,Intersection_45,4.45,25.63,0.62
Rua da Lua,Intersection_89,Intersection_8,2.76,15.77,0.7
Rua das Nuvens,Intersection_56,Intersection_131,2.09,23.3,0.8
Rua das Flores,Intersection_37,Intersection_112,2.51,28.15,0.77
Rua dos Girassois,Intersection_50,Intersection_127,4.8,14.91,0.26
Rua das Violetas,Intersection_151,Intersection_32,4.16,24.07,0.31
Rua dos Cravos,Intersection_47,Intersection_90,0.91,9.05,0.6
Rua dos Girassois,Intersection_23,Intersection_64,2.43,28.71,0.68
Rua das Nuvens,Intersection_14,Intersection_92,3.11,13.47,0.84
Rua das Palmeiras,Intersection_99,Intersection_1,3.38,8.13,0.77
Rua das Violetas,Intersection_102,Intersection_118,2.13,13.78,0.93
Rua da Montanha,Intersection_93,Intersection_48,4.23,29.28,0.58
Rua dos Pinheiros,Intersection_146,Intersection_25,4.14,13.14,0.2
Rua dos Lirios,Intersection_135,Intersection_17,0.64,9.52,0.88
Rua dos Pinheiros,Intersection_37,Intersection_113,2.62,6.95,0.47
Rua das Orquideas,Intersection_40,Intersection_151,4.51,26.45,0.68
Rua das Rosas,Intersection_107,Intersection_92,2.41,29.19,0.39
Rua das Flores,Intersection_54,Intersection_83,1.79,12.42,0.38
Rua das Nuvens,Intersection_148,Intersection_60,2.0,12.28,0.15
Rua da Aurora,Intersection_62,Intersection_94,4.11,12.58,1.0
Rua dos Pinheiros,Intersection_132,Intersection_92,1.87,26.9,0.82
Rua das Violetas,Intersection_33,Intersection_103,4.7,3.16,0.26
Rua das Acacias,Intersection_76,Intersection_57,1.42,12.85,0.81
Rua dos Pinheiros,Intersection_147,Intersection_38,4.13,8.03,0.74
Rua das Rosas,Intersection_6,Intersection_81,2.65,8.38,1.0
Rua dos Jacarandas,Intersection_13,Intersection_151,4.61,11.1,0.11
Rua dos Cravos,Intersection_39,Intersection_38,2.06,4.9,0.36
Rua das Aguas,Intersection_56,Intersection_4,2.27,11.01,0.22
Rua das Aguas,Intersection_53,Intersection_61,3.9,2.76,0.46
Rua das Nuvens,Intersection_102,Intersection_85,4.38,24.41,0.63
Rua das Palmeiras,Intersection_152,Intersection_149,4.19,8.21,0.68
Rua das Nuvens,Intersection_95,Intersection_17,2.89,16.97,0.36
Rua dos Cravos,Intersection_76,Intersection_71,3.3,15.69,0.15
Rua das Nuvens,Intersection_85,Intersection_95,3.67,17.35,0.69
Rua da Colina,Intersection_110,Intersection_90,3.17,24.24,0.85
Rua da Montanha,Intersection_131,Intersection_59,3.14,22.66,0.39
Rua das Orquideas,Intersection_130,Intersection_106,3.0,22.06,0.16
Rua dos Pinheiros,Intersection_93,Intersection_120,4.22,14.93,0.71
Rua dos Jacarandas,Intersection_20,Intersection_139,4.69,22.24,0.14
Rua da Aurora,Intersection_1,Intersection_5,2.04,20.1,0.17
Rua da Aurora,Intersection_34,Intersection_118,0.84,21.79,0.2
Rua da Cascata,Intersection_32,Intersection_149,3.62,25.1,0.46
Rua dos Pinheiros,Intersection_154,Intersection_140,2.04,8.78,0.23
Rua dos Lirios,Intersection_86,Intersection_88,2.53,9.48,0.77
Rua das Violetas,Intersection_101,Intersection_47,4.35,29.13,0.32
Rua do Sol,Intersection_40,Intersection_36,1.75,11.32,0.71
Rua das Acacias,Intersection_60,Intersection_113,0.82,11.44,0.8
Rua das Laranjeiras,Intersection_77,Intersection_78,1.27,16.62,0.36
Rua da Aurora,Intersection_118,Intersection_93,3.73,5.79,0.82
Rua dos Passaros,Intersection_13,Intersection_98,3.42,9.1,0.18
Rua da Montanha,Intersection_21,Intersection_12,3.21,4.48,0.37
Rua das Rosas,Intersection_64,Intersection_41,4.74,9.91,0.85
Rua dos Lirios,Intersection_152,Intersection_141,1.4,18.78,0.84
Rua da Aurora,Intersection_127,Intersection_17,2.95,21.14,0.46
Rua das Laranjeiras,Intersection_45,Intersection_102,2.94,20.56,0.67
Rua da Lua,Intersection_6,Intersection_118,1.11,18.12,0.38
Rua do Campo,Intersection_99,Intersection_59,2.3,21.48,0.8
Rua do Campo,Intersection_30,Intersection_15,3.98,22.45,0.59
Rua das Violetas,Intersection_4,Intersection_70,3.42,9.62,0.12
Rua da Montanha,Intersection_25,Intersection_117,0.97,20.74,0.48
Rua das Orquideas,Intersection_72,Intersection_156,0.9,2.77,0.19
Rua do Sol,Intersection_151,Intersection_115,2.14,6.32,0.43
Rua da Montanha,Intersection_22,Intersection_149,2.66,2.95,0.7
Rua dos Cedros,Intersection_106,Intersection_66,1.21,24.15,0.39
Rua das Oliveiras,Intersection_90,Intersection_114,3.31,4.13,0.92
Rua da Aurora,Intersection_38,Intersection_51,2.57,16.46,0.65
Rua dos Jacarandas,Intersection_114,Intersection_150,4.75,2.99,0.37
Rua da Montanha,Intersection_13,Intersection_3,2.57,8.21,0.55
Rua dos Pinheiros,Intersection_4,Intersection_154,3.99,11.93,0.89
Rua da Montanha,Intersection_46,Intersection_143,2.28,29.72,0.95
Rua das Rosas,Intersection_42,Intersection_65,3.23,22.32,0.84
Rua das Orquideas,Intersection_22,Intersection_51,1.18,28.41,0.56
Rua das Margaridas,Intersection_98,Intersection_106,2.02,15.66,0.74
Rua das Flores,Intersection_52,Intersection_38,0.67,19.64,0.39
Rua das Flores,Intersection_117,Intersection_92,2.04,19.4,0.19
Rua das Violetas,Intersection_143,Intersection_104,1.9,9.04,0.48
Rua da Cascata,Intersection_2,Intersection_107,0.96,22.61,0.29
Rua das Rosas,Intersection_120,Intersection_55,3.7,26.48,0.34
Rua dos Cravos,Intersection_24,Intersection_128,4.55,27.93,0.35
Rua dos Cedros,Intersection_104,Intersection_111,4.14,28.55,0.87
Rua dos Ipes,Intersection_119,Intersection_116,4.89,5.79,0.29
Rua das Flores,Intersection_151,Intersection_76,3.37,24.04,0.69
Rua do Campo,Intersection_144,Intersection_18,3.43,26.96,0.48
Rua da Montanha,Intersection_79,Intersection_119,1.86,7.82,0.74
Rua da Lua,Intersection_142,Intersection_120,2.58,19.73,0.57
Rua da Colina,Intersection_54,Intersection_138,3.47,28.54,0.56
Rua do Sol,Intersection_34,Intersection_138,1.73,1.44,0.26
Rua das Aguas,Intersection_157,Intersection_24,1.74,1.11,0.96
Rua das Aguas,Intersection_147,Intersection_139,2.14,12.69,0.43
Rua da Colina,Intersection_47,Intersection_62,4.84,6.17,0.22
Rua das Aguas,Intersection_66,Intersection_28,2.44,27.32,0.81
Rua das Acacias,Intersection_92,Intersection_110,4.07,24.53,0.77
Rua das Laranjeiras,Intersection_111,Intersection_124,1.92,17.01,0.87
Rua das Margaridas,Intersection_111,Intersection_127,0.75,8.47,0.57
Rua das Oliveiras,Intersection_108,Intersection_88,0.65,21.13,0.72
Rua dos Pinheiros,Intersection_154,Intersection_91,1.21,25.79,0.64
Rua das Aguas,Intersection_83,Intersection_123,3.56,27.31,0.32
Rua das Laranjeiras,Intersection_10,Intersection_137,3.13,4.11,0.38
Rua dos Jacarandas,Intersection_60,Intersection_56,1.74,8.98,0.44
Rua do Campo,Intersection_55,Intersection_105,1.83,7.3,0.44
Rua das Violetas,Intersection_145,Intersection_93,0.52,2.3,0.41
Rua dos Passaros,Intersection_139,Intersection_101,1.11,8.76,0.63
Rua das Nuvens,Intersection_72,Intersection_17,1.99,8.29,0.23
Rua das Margaridas,Intersection_124,Intersection_157,1.72,24.12,0.87
Rua dos Lirios,Intersection_45,Intersection_33,2.29,10.73,0.75
Rua dos Jacarandas,Intersection_34,Intersection_10,4.57,4.07,0.2
Rua da Lua,Intersection_107,Intersection_109,2.55,25.42,0.23
Rua do Sol,Intersection_15,Intersection_19,0.61,17.14,0.74
Rua da Montanha,Intersection_145,Intersection_31,1.48,8.69,0.86
Rua dos Cravos,Intersection_98,Intersection_136,4.6,3.87,0.14
Rua da Aurora,Intersection_151,Intersection_142,4.83,25.98,0.22
Rua das Acacias,Intersection_11,Intersection_94,1.91,17.17,0.35
Rua dos Jacarandas,Intersection_137,Intersection_13,3.3,16.99,0.46
Rua das Violetas,Intersection_145,Intersection_40,1.23,19.02,0.24
Rua das Oliveiras,Intersection_86,Intersection_58,3.42,9.4,0.15
Rua das Laranjeiras,Intersection_74,Intersection_41,2.31,3.28,0.29
Rua dos Pinheiros,Intersection_114,Intersection_86,4.02,23.76,0.59
Rua dos Pinheiros,Intersection_86,Intersection_28,1.36,18.09,0.34
Rua das Oliveiras,Intersection_51,Intersection_99,4.63,21.34,0.75
Rua da Colina,Intersection_96,Intersection_130,3.11,5.82,0.8
Rua dos Pinheiros,Intersection_157,Intersection_49,3.16,24.56,0.19
Rua das Violetas,Intersection_38,Intersection_152,2.78,8.31,0.21
Rua dos Cedros,Intersection_141,Intersection_137,3.8,8.79,0.72
Rua das Rosas,Intersection_54,Intersection_79,0.66,19.54,0.54
Rua das Laranjeiras,Intersection_9,Intersection_4,4.13,27.73,0.7
Rua das Aguas,Intersection_110,Intersection_139,2.78,23.82,0.26
Rua das Palmeiras,Intersection_11,Intersection_77,4.9,27.4,0.51
Rua do Sol,Intersection_116,Intersection_102,1.68,13.2,0.36
Rua da Aurora,Intersection_88,Intersection_91,2.52,17.85,0.36
Rua das Rosas,Intersection_128,Intersection_101,2.85,13.3,0.48
Rua das Nuvens,Intersection_105,Intersection_135,3.91,15.27,0.92
Rua das Nuvens,Intersection_27,Intersection_33,4.1,21.42,0.87
Rua das Nuvens,Intersection_36,Intersection_7,2.83,14.92,0.35
Rua das Rosas,Intersection_138,Intersection_26,3.34,25.99,0.53
Rua das Orquideas,Intersection_136,Intersection_141,2.85,13.15,0.21
Rua dos Ipes,Intersection_63,Intersection_44,4.68,3.52,0.41
Rua da Cascata,Intersection_114,Intersection_152,3.35,18.34,0.37
Rua da Lua,Intersection_0,Intersection_27,2.89,23.52,0.98
Rua do Campo,Intersection_6,Intersection_2,3.86,25.43,0.49
Rua das Nuvens,Intersection_14,Intersection_128,1.27,13.27,0.9
Rua dos Cedros,Intersection_124,Intersection_30,4.44,23.69,0.69
Rua das Orquideas,Intersection_25,Intersection_118,0.78,6.02,0.3
Rua das Orquideas,Intersection_7,Intersection_52,2.52,5.36,0.48
Rua das Margaridas,Intersection_35,Intersection_132,4.13,9.1,0.59
Rua da Cascata,Intersection_2,Intersection_80,3.83,4.36,0.97
Rua das Rosas,Intersection_64,Intersection_34,3.74,16.46,0.28
Rua dos Cravos,Intersection_75,Intersection_18,4.08,20.19,0.63
Rua do Campo,Intersection_154,Intersection_109,0.7,2.35,0.1
Rua dos Ipes,Intersection_125,Intersection_13,2.19,5.08,0.21
Rua das Orquideas,Intersection_5,Intersection_2,0.96,4.55,0.47
Rua dos Cravos,Intersection_32,Intersection_104,0.64,22.89,0.44
Rua dos Pinheiros,Intersection_9,Intersection_96,2.28,25.3,0.25
Rua da Lua,Intersection_65,Intersection_150,3.76,1.51,0.18
Rua da Cascata,Intersection_62,Intersection_89,0.51,3.16,0.59
Rua da Lua,Intersection_26,Intersection_119,1.91,21.14,0.98
Rua dos Pinheiros,Intersection_143,Intersection_113,3.28,22.23,0.79
Rua dos Lirios,Intersection_154,Intersection_45,1.98,10.8,0.78
Rua da Montanha,Intersection_145,Intersection_40,4.96,2.84,0.2
Rua das Palmeiras,Intersection_136,Intersection_74,4.16,17.51,0.88
Rua das Orquideas,Intersection_41,Intersection_59,0.6,9.73,0.95
Rua da Montanha,Intersection_79,Intersection_130,4.64,27.19,0.59
Rua da Lua,Intersection_101,Intersection_75,2.33,27.69,0.13
Rua dos Cedros,Intersection_7,Intersection_21,4.75,5.52,0.45
Rua do Sol,Intersection_121,Intersection_57,4.88,17.66,0.66
Rua dos Girassois,Intersection_140,Intersection_127,2.41,3.52,0.71
Rua da Montanha,Intersection_95,Intersection_20,4.27,17.6,0.37
Rua do Campo,Intersection_41,Intersection_103,2.72,28.19,0.99
Rua das Violetas,Intersection_115,Intersection_111,3.79,25.27,0.12
Rua das Orquideas,Intersection_157,Intersection_91,3.07,27.22,0.44
Rua dos Lirios,Intersection_31,Intersection_121,3.25,6.13,0.9
Rua das Oliveiras,Intersection_41,Intersection_152,3.64,7.85,0.65
Rua das Palmeiras,Intersection_117,Intersection_65,0.73,29.9,0.63
Rua das Acacias,Intersection_27,Intersection_14,2.06,3.28,0.18
Rua dos Cravos,Intersection_62,Intersection_54,0.92,22.49,0.62
Rua da Aurora,Intersection_97,Intersection_98,1.96,4.81,0.97
Rua dos Pinheiros,Intersection_134,Intersection_27,2.06,24.4,0.7
Rua da Colina,Intersection_77,Intersection_66,0.56,8.41,0.77
Rua da Aurora,Intersection_59,Intersection_53,4.11,12.09,0.43
Rua das Nuvens,Intersection_128,Intersection_88,0.65,17.93,0.35
Rua dos Girassois,Intersection_116,Intersection_141,1.65,22.12,0.78
Rua das Violetas,Intersection_39,Intersection_13,2.69,15.19,0.78
Rua da Cascata,Intersection_42,Intersection_10,3.07,16.01,0.43
Rua dos Cedros,Intersection_72,Intersection_74,3.87,25.22,0.59
Rua das Nuvens,Intersection_12,Intersection_84,4.24,27.44,0.12
Rua das Rosas,Intersection_58,Intersection_105,4.77,12.63,0.19
Rua dos Pinheiros,Intersection_110,Intersection_135,4.54,21.05,0.36
Rua da Colina,Intersection_97,Intersection_81,4.69,12.68,0.13
Rua dos Lirios,Intersection_24,Intersection_59,3.66,17.96,0.84
Rua das Oliveiras,Intersection_0,Intersection_3,1.65,23.11,0.1
