Street,From,To,Distance_km,Travel_time_min,Congestion_level
Rua da Lua,84,139,3.72,10.56,0.31
Rua das Orquideas,75,149,3.5,29.3,1.0
Rua dos Pinheiros,66,135,0.91,27.03,0.32
Rua das Laranjeiras,59,121,1.2,1.47,0.28
Rua dos Girassois,12,46,4.25,18.79,0.29
Rua das Nuvens,7,68,3.61,11.43,0.18
Rua da Cascata,102,61,1.88,27.1,0.11
Rua das Acacias,70,91,2.36,16.71,0.64
Rua da Lua,44,103,1.54,10.8,0.62
Rua das Orquideas,45,111,4.07,1.05,0.2
Rua das Rosas,98,143,4.2,23.99,0.23
Rua dos Pinheiros,66,46,4.34,28.77,0.49
Rua das Acacias,137,55,0.62,25.82,0.75
Rua dos Lirios,105,123,0.58,15.64,0.65
Rua dos Passaros,39,65,3.21,20.1,0.22
Rua da Montanha,133,76,2.56,4.83,0.6
Rua dos Lirios,134,85,3.26,16.17,0.79
Rua das Violetas,14,72,3.73,6.31,0.94
Rua da Aurora,154,70,4.5,15.82,0.89
Rua das Violetas,28,105,2.72,8.63,0.32
Rua das Rosas,4,18,1.34,16.22,0.17
Rua dos Cravos,96,156,3.11,3.94,0.36
Rua das Oliveiras,144,119,2.31,5.46,0.46
Rua dos Girassois,145,17,1.14,3.32,0.87
Rua da Cascata,155,87,3.34,17.26,0.56
Rua do Sol,122,89,1.74,14.93,0.56
Rua das Palmeiras,3,117,1.62,17.07,0.71
Rua dos Jacarandas,130,156,4.61,1.36,0.65
Rua das Laranjeiras,35,64,1.66,26.27,0.53
Rua dos Pinheiros,80,71,3.4,17.33,0.23
Rua das Aguas,19,21,2.46,16.15,0.61
Rua das Nuvens,50,143,4.01,26.36,0.1
Rua das Aguas,46,119,1.61,22.59,0.86
Rua das Laranjeiras,51,24,2.49,3.42,0.89
Rua das Nuvens,83,9,3.63,8.69,0.57
Rua do Sol,141,136,4.68,1.5,0.97
Rua da Montanha,90,154,1.9,28.04,0.66
Rua da Montanha,82,38,3.76,9.43,0.93
Rua do Campo,91,76,2.61,3.05,0.75
Rua das Violetas,62,115,3.33,6.32,0.37
Rua da Lua,22,85,1.18,9.63,0.42
Rua das Violetas,8,139,2.47,9.75,0.95
Rua das Acacias,75,136,3.83,22.3,0.59
Rua da Lua,86,41,2.47,8.8,0.29
Rua da Colina,157,67,2.72,28.4,0.21
Rua da Montanha,135,106,0.55,2.19,0.9
Rua das Palmeiras,121,89,2.28,4.61,0.92
Rua dos Passaros,57,126,1.42,18.79,0.18
Rua das Aguas,74,88,1.14,6.66,0.83
Rua das Aguas,63,38,4.0,22.46,0.75
Rua das Acacias,81,98,4.51,29.81,0.36
Rua dos Pinheiros,45,31,3.91,10.6,0.16
Rua do Sol,54,7,4.7,21.17,0.54
Rua do Sol,50,93,2.74,5.83,0.36
Rua das Palmeiras,102,2,4.87,26.51,0.47
Rua do Campo,143,86,3.54,28.52,0.12
Rua das Acacias,84,106,2.67,16.49,0.53
Rua das Aguas,19,35,0.82,5.67,0.45
Rua do Campo,59,149,1.98,14.65,0.91
Rua do Sol,51,104,2.95,19.28,0.87
Rua dos Passaros,141,58,4.75,11.54,0.96
Rua da Aurora,31,5,4.59,5.74,0.92
Rua dos Cedros,57,73,4.19,15.92,0.87
Rua das Violetas,115,6,1.6,17.26,0.36
Rua das Rosas,5,105,1.86,25.32,0.46
Rua do Campo,93,49,2.7,10.06,0.7
Rua dos Passaros,46,93,1.66,17.3,0.63
Rua dos Passaros,57,34,3.99,13.5,0.46
Rua das Violetas,36,154,4.96,27.16,0.78
Rua das Margaridas,41,121,1.36,2.4,0.34
Rua dos Jacarandas,56,112,1.49,28.49,0.77
Rua dos Cravos,36,118,3.4,14.21,0.64
Rua das Margaridas,149,132,3.45,25.96,0.52
Rua das Oliveiras,96,64,0.86,11.37,0.25
Rua dos Lirios,127,120,2.13,21.79,0.78
Rua das Laranjeiras,73,78,0.64,21.24,0.95
Rua das Rosas,132,101,2.51,3.98,0.38
Rua dos Jacarandas,58,7,1.82,17.98,0.41
Rua das Violetas,87,3,2.17,28.02,0.79
Rua das Laranjeiras,48,140,2.99,18.2,0.33
Rua da Lua,153,44,3.74,22.59,0.74
Rua dos Jacarandas,93,9,4.93,28.1,0.15
Rua da Colina,92,152,0.68,9.73,0.65
Rua das Violetas,119,125,4.29,16.7,0.31
Rua das Flores,145,53,2.11,14.41,0.82
Rua dos Ipes,83,68,4.97,23.22,0.56
Rua das Aguas,34,90,1.91,4.33,0.34
Rua das Nuvens,72,35,4.67,18.72,0.79
Rua dos Cedros,6,120,2.5,19.39,0.35
Rua das Oliveiras,25,139,2.44,14.16,0.8
Rua das Margaridas,99,94,3.64,14.56,0.38
Rua do Sol,101,80,2.74,6.7,0.49
Rua dos Ipes,70,55,3.96,3.1,0.25
Rua dos Lirios,77,10,3.65,28.12,0.49
Rua da Cascata,106,42,2.51,5.82,0.95
Rua dos Cravos,22,147,4.73,7.55,0.42
Rua das Nuvens,79,32,1.51,15.19,0.66
Rua das Acacias,50,92,2.43,4.95,0.1
Rua da Aurora,98,31,2.1,4.94,0.64
Rua da Colina,21,102,1.6,14.12,0.85
Rua das Oliveiras,26,18,1.55,11.23,0.19
Rua da Montanha,105,114,2.78,6.23,0.73
Rua dos Pinheiros,102,149,1.41,11.51,0.62
Rua do Campo,5,131,2.74,6.56,0.84
Rua da Montanha,9,33,4.15,6.04,0.8
Rua das Flores,56,8,3.08,21.83,0.99
Rua dos Jacarandas,141,27,3.3,7.52,0.96
Rua das Violetas,35,71,4.23,18.76,0.36
Rua dos Passaros,143,24,2.75,22.09,0.96
Rua das Violetas,68,69,4.48,14.3,0.88
Rua das Orquideas,42,73,3.96,24.15,0.71
Rua das Margaridas,71,118,4.47,18.65,0.77
Rua da Lua,44,51,1.47,22.33,0.53
Rua das Nuvens,30,54,4.04,1.13,0.15
Rua das Acacias,80,140,3.67,25.28,0.18
Rua da Aurora,58,121,0.89,1.26,0.36
Rua da Lua,93,103,3.13,8.18,0.65
Rua das Orquideas,152,38,2.15,20.65,0.71
Rua da Aurora,134,9,0.67,23.99,0.75
Rua das Violetas,128,88,3.21,25.31,0.53
Rua dos Passaros,69,139,1.55,14.01,0.75
Rua das Oliveiras,141,3,4.45,1.23,0.14
Rua das Flores,157,5,2.74,1.28,0.49
Rua dos Passaros,25,74,1.5,10.67,0.2
Rua dos Jacarandas,51,14,4.83,23.31,0.53
Rua das Rosas,25,9,2.49,23.33,0.38
Rua da Aurora,8,51,2.45,23.68,0.28
Rua das Margaridas,49,48,2.81,6.15,0.76
Rua das Oliveiras,110,83,3.62,28.69,0.42
Rua das Flores,29,9,3.04,17.92,0.13
Rua das Rosas,124,91,4.38,11.92,0.25
Rua dos Lirios,0,144,2.59,4.72,0.33
Rua da Aurora,32,65,2.71,6.04,0.53
Rua dos Girassois,96,51,3.51,14.63,0.66
Rua dos Pinheiros,56,95,4.06,10.84,0.82
Rua dos Cravos,67,157,2.69,20.72,0.45
Rua do Sol,102,134,2.63,12.71,0.64
Rua dos Passaros,34,110,3.44,29.97,0.53
Rua da Lua,82,22,1.1,21.78,0.5
Rua dos Cedros,119,68,0.78,29.87,0.43
Rua das Acacias,88,46,4.76,25.3,0.95
Rua da Aurora,41,127,4.05,6.0,0.97
Rua das Rosas,56,26,3.31,25.95,0.69
Rua das Oliveiras,20,144,2.44,8.17,0.55
Rua das Laranjeiras,146,117,2.8,11.88,0.73
Rua dos Passaros,56,100,3.33,19.83,0.99
Rua dos Cedros,127,89,4.93,23.65,0.12
Rua dos Jacarandas,101,86,2.09,5.16,0.9
Rua das Oliveiras,7,9,0.87,1.62,0.67
Rua das Nuvens,77,75,4.07,27.93,0.36
Rua das Flores,152,150,3.48,22.1,0.31
Rua dos Cedros,145,122,0.64,16.07,0.21
Rua das Rosas,83,9,2.18,29.22,0.52
Rua das Laranjeiras,88,25,3.89,17.48,0.5
Rua das Oliveiras,78,90,2.84,27.89,0.23
Rua das Acacias,69,135,2.57,19.07,0.45
Rua da Cascata,46,140,4.66,17.04,0.81
Rua das Flores,78,70,2.34,11.97,0.96
Rua da Lua,28,53,1.5,8.13,0.73
Rua das Oliveiras,95,60,3.94,26.02,0.17
Rua dos Cravos,137,132,3.61,2.15,0.84
Rua das Rosas,5,45,0.55,19.01,0.99
Rua dos Jacarandas,25,54,2.16,12.06,0.13
Rua do Campo,97,43,4.31,13.46,0.68
Rua dos Girassois,9,17,0.73,24.42,0.72
Rua das Laranjeiras,114,5,2.93,11.99,0.72
Rua das Palmeiras,88,46,0.52,5.62,0.63
Rua das Nuvens,39,101,2.49,21.82,0.35
Rua das Flores,39,16,4.31,2.45,0.16
Rua dos Pinheiros,85,59,4.45,4.06,0.11
Rua da Cascata,61,96,1.4,30.0,0.67
Rua da Montanha,51,38,4.4,13.69,0.49
Rua dos Ipes,129,70,3.22,13.75,0.1
Rua da Aurora,93,150,1.3,10.35,0.24
Rua das Acacias,146,38,1.3,19.39,0.17
Rua das Orquideas,52,131,3.02,7.51,0.53
Rua dos Cedros,140,124,4.17,16.45,0.88
Rua das Violetas,123,105,1.39,10.29,0.33
Rua das Acacias,108,87,2.75,11.11,0.84
Rua das Orquideas,118,85,4.68,16.92,0.4
Rua da Cascata,2,94,3.7,18.67,0.71
Rua das Acacias,141,32,3.49,9.13,0.38
Rua dos Pinheiros,62,38,1.5,23.12,0.34
Rua dos Jacarandas,154,139,0.92,29.5,0.85
Rua dos Cedros,142,50,2.84,21.57,0.14
Rua das Violetas,131,38,4.76,16.05,0.28
Rua das Orquideas,114,124,3.54,5.36,0.24
Rua dos Passaros,78,13,3.91,26.99,0.27
Rua dos Passaros,35,74,4.19,14.93,0.97
Rua das Violetas,97,126,2.91,23.86,0.83
Rua da Aurora,92,5,0.82,24.69,0.68
Rua das Acacias,67,150,4.99,12.87,0.63
Rua dos Girassois,36,86,4.86,6.15,0.66
Rua da Colina,149,4,2.22,26.31,0.68
Rua da Colina,55,109,0.85,4.92,0.5
Rua das Laranjeiras,131,83,4.22,24.64,0.82
Rua do Campo,72,113,0.76,12.03,0.46
Rua das Aguas,17,3,4.53,17.09,0.45
Rua dos Pinheiros,6,45,3.21,1.45,0.71
Rua das Laranjeiras,47,65,2.66,4.56,0.91
Rua da Cascata,46,3,0.51,24.99,0.25
Rua das Flores,125,83,4.31,23.97,0.15
Rua do Campo,92,134,4.36,9.37,0.82
Rua dos Lirios,55,116,0.62,9.67,0.12
Rua dos Passaros,34,95,1.4,6.06,0.49
Rua dos Jacarandas,145,121,0.93,12.88,0.73
Rua das Palmeiras,27,97,3.31,26.23,0.49
Rua da Montanha,42,13,0.75,14.89,0.87
Rua dos Lirios,97,153,2.36,5.16,0.11
Rua da Montanha,90,6,0.62,8.18,0.13
Rua do Sol,18,78,4.75,28.84,0.49
Rua do Sol,84,41,3.23,28.97,0.64
Rua dos Passaros,109,53,4.53,26.56,0.1
Rua das Acacias,1,155,4.53,4.0,0.71
Rua das Aguas,144,17,1.34,7.69,0.38
Rua dos Pinheiros,65,127,1.71,18.32,0.58
Rua das Laranjeiras,48,3,1.59,8.3,0.61
Rua dos Pinheiros,98,46,2.11,4.46,0.72
Rua das Oliveiras,133,51,1.05,14.37,0.66
Rua dos Cravos,151,136,2.86,6.49,0.98
Rua das Orquideas,60,9,2.66,19.4,0.37
Rua dos Pinheiros,117,41,1.87,15.54,0.3
Rua dos Cedros,75,41,0.95,11.51,0.44
Rua das Laranjeiras,57,89,1.38,9.86,0.71
Rua do Sol,87,82,1.85,18.87,0.23
Rua das Aguas,153,98,4.95,5.04,0.86
Rua dos Pinheiros,121,107,4.42,2.82,0.99
Rua das Laranjeiras,25,26,3.02,23.71,0.29
Rua das Margaridas,127,81,2.24,20.59,0.3
Rua dos Pinheiros,74,156,3.79,7.72,0.95
Rua das Aguas,119,79,4.74,24.53,0.21
Rua dos Jacarandas,42,34,4.17,29.14,0.97
Rua das Laranjeiras,139,3,1.87,27.12,0.72
Rua das Laranjeiras,84,97,1.62,9.76,0.58
Rua da Colina,16,100,3.48,3.87,0.96
Rua dos Ipes,100,71,4.73,28.32,0.36
Rua das Acacias,61,69,4.03,26.88,0.98
Rua da Lua,144,53,4.3,28.44,0.49
Rua dos Lirios,148,55,1.57,16.72,0.46
Rua das Violetas,154,87,4.93,3.52,0.72
Rua das Acacias,2,9,4.53,21.42,0.91
Rua da Cascata,76,34,3.94,1.18,0.26
Rua das Nuvens,1,64,2.69,15.55,0.86
Rua dos Ipes,142,115,0.74,2.83,0.84
Rua das Margaridas,153,106,3.41,17.94,0.55
Rua da Montanha,114,16,3.29,1.98,0.93
Rua da Aurora,22,107,1.83,11.99,0.46
Rua dos Ipes,57,87,2.8,28.91,0.29
Rua dos Cravos,31,5,4.49,23.92,0.81
Rua das Orquideas,97,82,4.05,6.51,0.71
Rua dos Cedros,35,122,1.21,15.78,0.31
Rua dos Pinheiros,109,45,0.52,28.37,0.83
Rua dos Ipes,39,132,0.64,29.83,0.21
Rua das Aguas,80,111,3.55,20.37,0.64
Rua das Nuvens,31,140,1.3,11.53,0.78
Rua dos Cravos,42,104,1.03,18.46,0.4
Rua da Cascata,20,93,0.86,7.53,0.42
Rua das Palmeiras,75,113,2.86,1.65,0.83
Rua das Rosas,118,138,3.87,12.52,0.46
Rua dos Lirios,37,41,3.81,29.92,0.39
Rua do Campo,115,94,4.84,23.78,0.37
Rua das Margaridas,120,12,1.63,15.73,0.47
Rua dos Passaros,56,13,4.47,5.42,0.49
Rua dos Lirios,98,29,0.95,5.48,0.71
Rua dos Lirios,85,136,1.66,5.05,0.32
Rua do Sol,42,69,4.85,7.0,0.27
Rua das Nuvens,54,90,4.24,20.51,0.78
Rua da Colina,4,67,4.42,14.31,0.99
Rua das Aguas,5,49,4.27,29.75,0.24
Rua das Rosas,32,30,3.48,21.47,0.99
Rua das Orquideas,83,51,3.53,11.2,0.77
Rua das Nuvens,89,18,1.69,17.44,0.46
Rua da Lua,108,24,2.87,21.17,0.22
Rua da Cascata,46,113,4.83,25.23,0.73
Rua dos Ipes,12,72,4.48,1.34,0.2
Rua do Sol,120,126,1.49,7.2,0.95
Rua das Aguas,24,92,4.93,23.82,0.52
Rua das Orquideas,106,21,3.21,20.38,0.66
Rua das Aguas,136,151,3.47,20.51,0.79
Rua dos Jacarandas,92,20,1.61,15.39,0.65
Rua das Flores,156,71,0.82,28.4,0.96
Rua da Colina,84,10,4.91,28.56,0.44
Rua do Campo,66,71,2.71,11.47,0.62
Rua das Violetas,5,27,4.49,25.69,0.7
Rua dos Lirios,50,41,4.76,3.45,0.42
Rua da Montanha,4,35,1.0,4.41,0.9
Rua do Campo,137,157,1.42,7.81,0.82
Rua dos Jacarandas,114,0,4.57,28.73,0.24
Rua das Rosas,100,29,0.7,21.08,0.94
Rua das Orquideas,155,35,2.92,5.47,0.98
Rua dos Ipes,117,5,4.65,26.27,0.18
Rua das Palmeiras,74,47,2.71,19.3,0.66
Rua das Oliveiras,101,57,2.38,26.15,0.54
Rua dos Pinheiros,34,107,2.79,11.74,0.69
Rua dos Passaros,83,24,1.14,23.24,0.86
Rua das Oliveiras,52,12,3.7,3.66,0.45
Rua dos Girassois,49,114,3.08,18.28,0.48
Rua das Orquideas,31,131,2.01,24.9,0.43
Rua das Flores,132,93,4.49,25.7,0.45
Rua das Aguas,63,115,2.8,9.86,0.12
Rua da Cascata,38,61,1.65,2.48,0.17
Rua da Montanha,130,35,0.79,7.96,0.51
Rua da Aurora,91,134,4.14,15.64,0.92
Rua das Aguas,1,6,4.35,18.72,0.97
Rua das Orquideas,79,103,4.45,25.63,0.62
Rua da Lua,28,66,2.76,15.77,0.7
Rua das Nuvens,7,75,2.09,23.3,0.8
Rua das Flores,68,96,2.51,28.15,0.77
Rua dos Girassois,111,136,4.8,14.91,0.26
Rua das Violetas,123,48,4.16,24.07,0.31
Rua dos Cravos,102,43,0.91,9.05,0.6
Rua dos Girassois,46,90,2.43,28.71,0.68
Rua das Nuvens,5,4,3.11,13.47,0.84
Rua das Palmeiras,41,54,3.38,8.13,0.77
Rua das Violetas,138,64,2.13,13.78,0.93
Rua da Montanha,150,117,4.23,29.28,0.58
Rua dos Pinheiros,42,29,4.14,13.14,0.2
Rua dos Lirios,61,135,0.64,9.52,0.88
Rua dos Pinheiros,68,80,2.62,6.95,0.47
Rua das Orquideas,23,123,4.51,26.45,0.68
Rua das Rosas,137,4,2.41,29.19,0.39
Rua das Flores,153,92,1.79,12.42,0.38
Rua das Nuvens,125,31,2.0,12.28,0.15
Rua da Aurora,121,37,4.11,12.58,1.0
Rua dos Pinheiros,9,4,1.87,26.9,0.82
Rua das Violetas,84,100,4.7,3.16,0.26
Rua das Acacias,45,71,1.42,12.85,0.81
Rua dos Pinheiros,83,144,4.13,8.03,0.74
Rua das Rosas,122,72,2.65,8.38,1.0
Rua dos Jacarandas,140,123,4.61,11.1,0.11
Rua dos Cravos,113,144,2.06,4.9,0.36
Rua das Aguas,7,33,2.27,11.01,0.22
Rua das Aguas,69,63,3.9,2.76,0.46
Rua das Nuvens,138,110,4.38,24.41,0.63
Rua das Palmeiras,34,152,4.19,8.21,0.68
Rua das Nuvens,116,135,2.89,16.97,0.36
Rua dos Cravos,45,141,3.3,15.69,0.15
Rua das Nuvens,110,116,3.67,17.35,0.69
Rua da Colina,98,43,3.17,24.24,0.85
Rua da Montanha,75,129,3.14,22.66,0.39
Rua das Orquideas,32,73,3.0,22.06,0.16
Rua dos Pinheiros,150,109,4.22,14.93,0.71
Rua dos Jacarandas,39,78,4.69,22.24,0.14
Rua da Aurora,54,157,2.04,20.1,0.17
Rua da Aurora,149,64,0.84,21.79,0.2
Rua da Cascata,48,152,3.62,25.1,0.46
Rua dos Pinheiros,36,77,2.04,8.78,0.23
Rua dos Lirios,24,12,2.53,9.48,0.77
Rua das Violetas,95,102,4.35,29.13,0.32
Rua do Sol,23,112,1.75,11.32,0.71
Rua das Acacias,31,80,0.82,11.44,0.8
Rua das Laranjeiras,55,40,1.27,16.62,0.36
Rua da Aurora,64,150,3.73,5.79,0.82
Rua dos Passaros,140,21,3.42,9.1,0.18
Rua da Montanha,13,15,3.21,4.48,0.37
Rua das Rosas,90,151,4.74,9.91,0.85
Rua dos Lirios,34,87,1.4,18.78,0.84
Rua da Aurora,136,135,2.95,21.14,0.46
Rua das Laranjeiras,103,138,2.94,20.56,0.67
Rua da Lua,122,64,1.11,18.12,0.38
Rua do Campo,41,129,2.3,21.48,0.8
Rua do Campo,3,47,3.98,22.45,0.59
Rua das Violetas,33,154,3.42,9.62,0.12
Rua da Montanha,29,57,0.97,20.74,0.48
Rua das Orquideas,127,126,0.9,2.77,0.19
Rua do Sol,123,52,2.14,6.32,0.43
Rua da Montanha,27,152,2.66,2.95,0.7
Rua dos Cedros,73,94,1.21,24.15,0.39
Rua das Oliveiras,43,38,3.31,4.13,0.92
Rua da Aurora,144,0,2.57,16.46,0.65
Rua dos Jacarandas,38,62,4.75,2.99,0.37
Rua da Montanha,140,65,2.57,8.21,0.55
Rua dos Pinheiros,33,36,3.99,11.93,0.89
Rua da Montanha,99,97,2.28,29.72,0.95
Rua das Rosas,128,59,3.23,22.32,0.84
Rua das Orquideas,27,0,1.18,28.41,0.56
Rua das Margaridas,21,73,2.02,15.66,0.74
Rua das Flores,130,144,0.67,19.64,0.39
Rua das Flores,57,4,2.04,19.4,0.19
Rua das Violetas,97,107,1.9,9.04,0.48
Rua da Cascata,155,137,0.96,22.61,0.29
Rua das Rosas,109,145,3.7,26.48,0.34
Rua dos Cravos,91,86,4.55,27.93,0.35
Rua dos Cedros,107,1,4.14,28.55,0.87
Rua dos Ipes,124,146,4.89,5.79,0.29
Rua das Flores,123,45,3.37,24.04,0.69
Rua do Campo,148,50,3.43,26.96,0.48
Rua da Montanha,2,124,1.86,7.82,0.74
Rua da Lua,76,109,2.58,19.73,0.57
Rua da Colina,153,79,3.47,28.54,0.56
Rua do Sol,149,79,1.73,1.44,0.26
Rua das Aguas,88,91,1.74,1.11,0.96
Rua das Aguas,83,78,2.14,12.69,0.43
Rua da Colina,102,121,4.84,6.17,0.22
Rua das Aguas,94,82,2.44,27.32,0.81
Rua das Acacias,4,98,4.07,24.53,0.77
Rua das Laranjeiras,1,67,1.92,17.01,0.87
Rua das Margaridas,1,136,0.75,8.47,0.57
Rua das Oliveiras,81,12,0.65,21.13,0.72
Rua dos Pinheiros,36,104,1.21,25.79,0.64
Rua das Aguas,92,156,3.56,27.31,0.32
Rua das Laranjeiras,11,133,3.13,4.11,0.38
Rua dos Jacarandas,31,7,1.74,8.98,0.44
Rua do Campo,145,70,1.83,7.3,0.44
Rua das Violetas,26,150,0.52,2.3,0.41
Rua dos Passaros,78,95,1.11,8.76,0.63
Rua das Nuvens,127,135,1.99,8.29,0.23
Rua das Margaridas,67,88,1.72,24.12,0.87
Rua dos Lirios,103,84,2.29,10.73,0.75
Rua dos Jacarandas,149,11,4.57,4.07,0.2
Rua da Lua,137,49,2.55,25.42,0.23
Rua do Sol,47,142,0.61,17.14,0.74
Rua da Montanha,26,44,1.48,8.69,0.86
Rua dos Cravos,21,139,4.6,3.87,0.14
Rua da Aurora,123,76,4.83,25.98,0.22
Rua das Acacias,8,37,1.91,17.17,0.35
Rua dos Jacarandas,133,140,3.3,16.99,0.46
Rua das Violetas,26,23,1.23,19.02,0.24
Rua das Oliveiras,24,10,3.42,9.4,0.15
Rua das Laranjeiras,20,151,2.31,3.28,0.29
Rua dos Pinheiros,38,24,4.02,23.76,0.59
Rua dos Pinheiros,24,82,1.36,18.09,0.34
Rua das Oliveiras,0,41,4.63,21.34,0.75
Rua da Colina,119,32,3.11,5.82,0.8
Rua dos Pinheiros,88,16,3.16,24.56,0.19
Rua das Violetas,144,34,2.78,8.31,0.21
Rua dos Cedros,87,133,3.8,8.79,0.72
Rua das Rosas,153,2,0.66,19.54,0.54
Rua das Laranjeiras,143,33,4.13,27.73,0.7
Rua das Aguas,98,78,2.78,23.82,0.26
Rua das Palmeiras,8,55,4.9,27.4,0.51
Rua do Sol,146,138,1.68,13.2,0.36
Rua da Aurora,12,104,2.52,17.85,0.36
Rua das Rosas,86,95,2.85,13.3,0.48
Rua das Nuvens,70,61,3.91,15.27,0.92
Rua das Nuvens,105,84,4.1,21.42,0.87
Rua das Nuvens,112,60,2.83,14.92,0.35
Rua das Rosas,79,106,3.34,25.99,0.53
Rua das Orquideas,139,87,2.85,13.15,0.21
Rua dos Ipes,101,74,4.68,3.52,0.41
Rua da Cascata,38,34,3.35,18.34,0.37
Rua da Lua,22,105,2.89,23.52,0.98
Rua do Campo,122,155,3.86,25.43,0.49
Rua das Nuvens,5,86,1.27,13.27,0.9
Rua dos Cedros,67,3,4.44,23.69,0.69
Rua das Orquideas,29,64,0.78,6.02,0.3
Rua das Orquideas,60,130,2.52,5.36,0.48
Rua das Margaridas,58,9,4.13,9.1,0.59
Rua da Cascata,155,14,3.83,4.36,0.97
Rua das Rosas,90,149,3.74,16.46,0.28
Rua dos Cravos,108,50,4.08,20.19,0.63
Rua do Campo,36,49,0.7,2.35,0.1
Rua dos Ipes,93,140,2.19,5.08,0.21
Rua das Orquideas,157,155,0.96,4.55,0.47
Rua dos Cravos,48,107,0.64,22.89,0.44
Rua dos Pinheiros,143,119,2.28,25.3,0.25
Rua da Lua,59,62,3.76,1.51,0.18
Rua da Cascata,121,28,0.51,3.16,0.59
Rua da Lua,106,124,1.91,21.14,0.98
Rua dos Pinheiros,97,80,3.28,22.23,0.79
Rua dos Lirios,36,103,1.98,10.8,0.78
Rua da Montanha,26,23,4.96,2.84,0.2
Rua das Palmeiras,139,20,4.16,17.51,0.88
Rua das Orquideas,151,129,0.6,9.73,0.95
Rua da Montanha,2,32,4.64,27.19,0.59
Rua da Lua,95,108,2.33,27.69,0.13
Rua dos Cedros,60,13,4.75,5.52,0.45
Rua do Sol,120,71,4.88,17.66,0.66
Rua dos Girassois,77,136,2.41,3.52,0.71
Rua da Montanha,116,39,4.27,17.6,0.37
Rua do Campo,151,100,2.72,28.19,0.99
Rua das Violetas,52,1,3.79,25.27,0.12
Rua das Orquideas,88,104,3.07,27.22,0.44
Rua dos Lirios,44,120,3.25,6.13,0.9
Rua das Oliveiras,151,34,3.64,7.85,0.65
Rua das Palmeiras,57,59,0.73,29.9,0.63
Rua das Acacias,105,5,2.06,3.28,0.18
Rua dos Cravos,121,153,0.92,22.49,0.62
Rua da Aurora,147,21,1.96,4.81,0.97
Rua dos Pinheiros,35,105,2.06,24.4,0.7
Rua da Colina,55,94,0.56,8.41,0.77
Rua da Aurora,129,69,4.11,12.09,0.43
Rua das Nuvens,86,12,0.65,17.93,0.35
Rua dos Girassois,146,87,1.65,22.12,0.78
Rua das Violetas,113,140,2.69,15.19,0.78
Rua da Cascata,128,11,3.07,16.01,0.43
Rua dos Cedros,127,20,3.87,25.22,0.59
Rua das Nuvens,15,18,4.24,27.44,0.12
Rua das Rosas,10,70,4.77,12.63,0.19
Rua dos Pinheiros,98,61,4.54,21.05,0.36
Rua da Colina,147,72,4.69,12.68,0.13
Rua dos Lirios,91,129,3.66,17.96,0.84
Rua das Oliveiras,22,65,1.65,23.11,0.1
Rua das Laranjeiras,143,63,3.65,24.6,0.5
Rua dos Cedros,36,31,2.39,9.45,0.27
Rua das Palmeiras,148,97,0.88,16.9,0.41
Rua das Palmeiras,23,141,2.69,17.45,0.73
Rua das Rosas,151,153,1.24,10.37,0.28
Rua das Acacias,51,69,3.37,7.88,0.54
Rua das Palmeiras,2,133,1.49,9.97,0.39
Rua das Acacias,98,16,4.06,26.98,0.1
Rua das Acacias,111,141,4.67,20.05,0.86
Rua dos Passaros,13,98,4.37,25.47,0.72
Rua da Lua,58,60,2.72,3.58,0.75
Rua da Lua,151,141,3.23,25.05,0.58
Rua da Cascata,42,24,4.48,14.71,0.37
Rua das Oliveiras,61,45,0.78,6.54,0.23
Rua dos Passaros,12,152,3.12,23.96,0.74
Rua dos Jacarandas,32,62,1.61,15.58,0.52
Rua dos Jacarandas,98,143,1.18,15.69,0.54
Rua dos Cedros,147,43,3.78,26.96,0.66
Rua do Campo,156,98,0.5,6.57,0.31
Rua das Acacias,90,54,3.74,6.77,0.86
Rua da Aurora,153,77,0.62,11.16,0.17
Rua das Flores,60,112,4.93,27.72,0.49
Rua das Laranjeiras,133,71,2.85,27.43,0.81
Rua dos Lirios,117,49,4.1,3.45,0.64
Rua do Campo,22,148,1.24,27.68,0.42
Rua dos Jacarandas,43,82,3.37,26.81,0.42
Rua da Lua,59,1,3.15,11.41,0.41
Rua das Aguas,76,128,1.19,25.83,0.83
Rua dos Cravos,46,13,2.6,25.28,0.3
Rua dos Cravos,31,33,3.26,26.14,0.65
Rua dos Cedros,14,112,3.77,18.41,0.43
Rua da Lua,136,67,2.65,17.48,0.41
Rua das Nuvens,150,62,3.37,18.28,0.53
Rua das Laranjeiras,17,90,3.48,25.31,0.78
Rua das Palmeiras,16,58,4.69,11.85,0.18
Rua dos Girassois,97,148,2.79,24.37,0.97
Rua dos Lirios,125,24,1.27,15.14,0.74
Rua dos Cravos,17,82,1.94,15.73,0.99
Rua das Flores,6,116,4.58,11.3,0.12
Rua dos Lirios,107,57,2.19,28.83,0.29
Rua do Sol,28,60,1.81,12.46,0.97
Rua da Colina,62,128,4.95,8.98,0.14
Rua dos Pinheiros,28,129,2.37,6.88,0.14
Rua dos Girassois,134,3,3.93,7.14,0.22
Rua das Nuvens,107,19,3.3,17.31,0.53
Rua dos Passaros,59,40,1.22,24.93,0.17
Rua das Laranjeiras,143,114,2.29,4.0,1.0
Rua das Margaridas,74,95,3.69,6.54,0.75
Rua das Rosas,100,27,4.37,3.89,0.29
Rua dos Cravos,54,110,0.9,25.98,0.58
